ID	File	Speaker	Adjective	Ethnicity	Gender	Age	Education	L1	Frequency	Function	Priming	Gradability	SemanticCategory	Emotionality	very	FileSpeaker
32363	DPC002	DS	conservative	PAKEHA	Woman	30-39	University	ENGLISH	0.04249	Predicative	NoPrime	1	HumanPropensity	NonEmotional	very	DPC002DS
32365	DPC002	MK	conservative	PAKEHA	Woman	60+	University	ENGLISH	0.05219	Attributive	Prime	1	HumanPropensity	NonEmotional	very	DPC002MK
32389	DPC002	MK	different	PAKEHA	Woman	60+	University	ENGLISH	0.88727	Attributive	NoPrime	1	Other	NonEmotional	other	DPC002MK
32486	DPC002	DS	reasonable	PAKEHA	Woman	30-39	University	ENGLISH	0.12747	Predicative	NoPrime	-3.66356164612965	HumanPropensity	NonEmotional	other	DPC002DS
32565	DPC003	MJ	tough	PAKEHA	Man	40-49	University	ENGLISH	0.11359	Predicative	NoPrime	-0.456301080574778	PhysicalProperty	NegativeEmotional	other	DPC003MJ
32610	DPC003	RW	nasty	PAKEHA	Woman	40-49	University	ENGLISH	0.09471	Attributive	NoPrime	0.192057198752175	HumanPropensity	NegativeEmotional	other	DPC003RW
32694	DPC003	FG	long	PAKEHA	Woman	40-49	University	ENGLISH	0.76672	Attributive	NoPrime	-0.0147178678387015	Dimension	NonEmotional	very	DPC003FG
32751	DPC003	MJ	good	PAKEHA	Man	40-49	University	ENGLISH	3.54962	Predicative	NoPrime	-2.13002461129665	Value	PositiveEmotional	very	DPC003MJ
32772	DPC003	MJ	interested	PAKEHA	Man	40-49	University	ENGLISH	0.19878	Attributive	NoPrime	1	HumanPropensity	PositiveEmotional	very	DPC003MJ
33063	DPC004	WE	easy	MAORI	Woman	60+	NoUniversity	OTHER	0.10438	Attributive	NoPrime	0.908018225496896	Difficulty	NonEmotional	other	DPC004WE
33094	DPC004	BH	wrong	PAKEHA	Woman	40-49	University	ENGLISH	0.31571	Predicative	NoPrime	-3.25039811847062	Value	NegativeEmotional	other	DPC004BH
33123	DPC007	LL	technical	MAORI	Woman	20-29	University	ENGLISH	0.10307	Attributive	NoPrime	-3.12641689096246	Other	NonEmotional	very	DPC007LL
33131	DPC007	LL	perfect	MAORI	Woman	20-29	University	ENGLISH	0.0773	Attributive	NoPrime	-1.8975885705086	Value	PositiveEmotional	other	DPC007LL
33228	DPC007	RR	right	MAORI	Woman	20-29	University	ENGLISH	1.57176	Attributive	NoPrime	-3.66356164612965	Value	NonEmotional	other	DPC007RR
33293	DPC007	RR	stupid	MAORI	Woman	20-29	University	ENGLISH	0.20613	Predicative	NoPrime	0.0369475289992608	HumanPropensity	NegativeEmotional	other	DPC007RR
33334	DPC007	LL	important	MAORI	Woman	20-29	University	ENGLISH	0.4638	Attributive	NoPrime	1	Value	PositiveEmotional	very	DPC007LL
33352	DPC007	LL	obvious	MAORI	Woman	20-29	University	ENGLISH	0.12883	Attributive	NoPrime	-3.66356164612965	Other	PositiveEmotional	other	DPC007LL
33443	DPC007	LL	neat	MAORI	Woman	20-29	University	ENGLISH	0.05153	Attributive	NoPrime	-1.59991726203365	HumanPropensity	NonEmotional	other	DPC007LL
33478	DPC007	LL	clever	MAORI	Woman	20-29	University	ENGLISH	0.0773	Attributive	NoPrime	-3.66356164612965	HumanPropensity	PositiveEmotional	very	DPC007LL
33585	DPC008	AN	strange	PAKEHA	Woman	20-29	University	ENGLISH	0.10307	Attributive	NoPrime	1.14547670290663	Other	NonEmotional	other	DPC008AN
33675	DPC008	KK	hot	PAKEHA	Woman	20-29	University	ENGLISH	0.28343	Predicative	NoPrime	-0.720024469892222	PhysicalProperty	NonEmotional	other	DPC008KK
33681	DPC008	KK	hot	PAKEHA	Woman	20-29	University	ENGLISH	0.28343	Attributive	NoPrime	-0.0966347381760869	PhysicalProperty	NonEmotional	other	DPC008KK
33703	DPC008	HH	cold	PAKEHA	Man	30-39	University	ENGLISH	0.13788	Attributive	NoPrime	-3.66356164612965	PhysicalProperty	NegativeEmotional	other	DPC008HH
33705	DPC008	HH	cold	PAKEHA	Man	30-39	University	ENGLISH	0.13788	Predicative	Prime	-1.71167349053572	PhysicalProperty	NegativeEmotional	other	DPC008HH
33729	DPC008	HH	good	PAKEHA	Man	30-39	University	ENGLISH	6.02718	Predicative	NoPrime	0.300564246752743	Value	PositiveEmotional	other	DPC008HH
33819	DPC008	HH	big	PAKEHA	Man	30-39	University	ENGLISH	1.24089	Attributive	NoPrime	-1.22282534631512	Dimension	NonEmotional	other	DPC008HH
33882	DPC009	SG	sure	PAKEHA	Man	20-29	University	ENGLISH	1.25365	Predicative	NoPrime	-1.77366920111152	HumanPropensity	NonEmotional	other	DPC009SG
33929	DPC009	SG	valid	PAKEHA	Man	20-29	University	ENGLISH	0.01885	Attributive	NoPrime	-0.725439100023993	Value	NonEmotional	other	DPC009SG
33939	DPC009	SG	easy	PAKEHA	Man	20-29	University	ENGLISH	0.30163	Predicative	NoPrime	-1.84072751703456	Difficulty	NonEmotional	other	DPC009SG
34258	DPC010	BN	busy	PAKEHA	Man	20-29	University	ENGLISH	0.16024	Attributive	NoPrime	-3.66356164612965	HumanPropensity	NonEmotional	other	DPC010BN
34265	DPC010	BN	clear	PAKEHA	Man	20-29	University	ENGLISH	0.23565	Attributive	NoPrime	1.39902097061471	PhysicalProperty	NonEmotional	other	DPC010BN
34417	DPC010	BN	close	PAKEHA	Man	20-29	University	ENGLISH	0.09426	Attributive	NoPrime	-0.767223722558746	Position	NonEmotional	other	DPC010BN
34432	DPC012	JU	awesome	PAKEHA	Man	20-29	University	ENGLISH	0.1546	Attributive	NoPrime	-1.91776766288486	Value	NonEmotional	other	DPC012JU
34434	DPC012	AH	amazing	PAKEHA	Man	16-19	NoUniversity	ENGLISH	0.29838	Attributive	Prime	1	Value	NonEmotional	other	DPC012AH
34463	DPC012	AH	fast	PAKEHA	Man	16-19	NoUniversity	ENGLISH	0.02131	Attributive	NoPrime	-1.159507656611	Speed	NonEmotional	very	DPC012AH
34565	DPC012	AH	tall	PAKEHA	Man	16-19	NoUniversity	ENGLISH	0.10656	Predicative	NoPrime	-0.459050003199691	Dimension	NonEmotional	other	DPC012AH
34582	DPC012	JU	difficult	PAKEHA	Man	20-29	University	ENGLISH	0.2319	Predicative	NoPrime	-2.67140011370935	Difficulty	NonEmotional	very	DPC012JU
34585	DPC012	JU	rude	PAKEHA	Man	20-29	University	ENGLISH	0.02577	Predicative	NoPrime	-0.977831079307236	HumanPropensity	NonEmotional	other	DPC012JU
34586	DPC012	AH	simple	PAKEHA	Man	16-19	NoUniversity	ENGLISH	0.08525	Attributive	Prime	-0.929767028825075	Difficulty	NonEmotional	other	DPC012AH
34719	DPC013	TM	good	MAORI	Man	20-29	University	ENGLISH	6.08091	Attributive	NoPrime	-1.55828871626929	Value	PositiveEmotional	other	DPC013TM
34720	DPC013	RN	good	MAORI	Woman	20-29	University	ENGLISH	6.89038	Attributive	Prime	-3.66356164612965	Value	PositiveEmotional	other	DPC013RN
34839	DPC013	TM	good	MAORI	Man	20-29	University	ENGLISH	6.08091	Attributive	NoPrime	-1.414370662825	Value	PositiveEmotional	very	DPC013TM
34923	DPC013	RN	good	MAORI	Woman	20-29	University	ENGLISH	6.89038	Attributive	NoPrime	-0.3132091293024	Value	PositiveEmotional	very	DPC013RN
34935	DPC013	TM	lucky	MAORI	Man	20-29	University	ENGLISH	0.2319	Attributive	NoPrime	-3.66356164612965	HumanPropensity	PositiveEmotional	other	DPC013TM
34941	DPC013	TM	lucky	MAORI	Man	20-29	University	ENGLISH	0.2319	Attributive	Prime	-3.66356164612965	HumanPropensity	PositiveEmotional	other	DPC013TM
35012	DPC013	HH	good	MAORI	Man	40-49	NoUniversity	ENGLISH	4.26204	Predicative	NoPrime	0.311399491632494	Value	PositiveEmotional	other	DPC013HH
35115	DPC014	DV	cool	PAKEHA	Man	20-29	University	ENGLISH	0.98973	Attributive	NoPrime	-3.66356164612965	PhysicalProperty	PositiveEmotional	other	DPC014DV
35181	DPC014	FR	greasy	PAKEHA	Woman	40-49	NoUniversity	ENGLISH	0.0142	Attributive	NoPrime	-2.37653186066567	PhysicalProperty	NonEmotional	very	DPC014FR
35198	DPC014	DV	strange	PAKEHA	Man	20-29	University	ENGLISH	0.22622	Attributive	NoPrime	-2.42441032701995	Other	NonEmotional	other	DPC014DV
35292	DPC022	MJ	hard	PAKEHA	Man	60+	NoUniversity	ENGLISH	0.52192	Predicative	NoPrime	-0.952342882541623	PhysicalProperty	NonEmotional	very	DPC022MJ
35431	DPC022	PL	trendy	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.02577	Attributive	NoPrime	1	Value	PositiveEmotional	other	DPC022PL
35533	DPC023	MD	bad	PAKEHA	Man	16-19	NoUniversity	ENGLISH	1.30009	Attributive	NoPrime	1.13272066003557	Value	NegativeEmotional	other	DPC023MD
35535	DPC023	MD	bad	PAKEHA	Man	16-19	NoUniversity	ENGLISH	1.30009	Attributive	Prime	0.390839324441625	Value	NegativeEmotional	other	DPC023MD
35626	DPC023	MD	busy	PAKEHA	Man	16-19	NoUniversity	ENGLISH	0.12788	Predicative	NoPrime	-3.66356164612965	HumanPropensity	NonEmotional	other	DPC023MD
35633	DPC023	FI	bad	PAKEHA	Woman	20-29	University	ENGLISH	1.22537	Predicative	NoPrime	0.390812170522344	Value	NegativeEmotional	other	DPC023FI
35635	DPC023	FI	sick	PAKEHA	Woman	20-29	University	ENGLISH	0.40532	Attributive	Prime	-3.66356164612965	HumanPropensity	NegativeEmotional	other	DPC023FI
35642	DPC023	MD	busy	PAKEHA	Man	16-19	NoUniversity	ENGLISH	0.12788	Predicative	Prime	1.49964576256743	HumanPropensity	NonEmotional	other	DPC023MD
35662	DPC023	FI	bad	PAKEHA	Woman	20-29	University	ENGLISH	1.22537	Attributive	Prime	-3.66356164612965	Value	NegativeEmotional	other	DPC023FI
35668	DPC023	MD	funny	PAKEHA	Man	16-19	NoUniversity	ENGLISH	1.17221	Attributive	Prime	-1.4347548603326	HumanPropensity	NonEmotional	other	DPC023MD
35680	DPC023	FI	bad	PAKEHA	Woman	20-29	University	ENGLISH	1.22537	Attributive	NoPrime	-3.66356164612965	Value	NegativeEmotional	other	DPC023FI
35690	DPC023	FI	good	PAKEHA	Woman	20-29	University	ENGLISH	6.89038	Attributive	Prime	0.144246622360798	Value	PositiveEmotional	other	DPC023FI
35697	DPC023	FI	bad	PAKEHA	Woman	20-29	University	ENGLISH	1.22537	Attributive	NoPrime	0.613986015059596	Value	NegativeEmotional	other	DPC023FI
35703	DPC023	MD	cool	PAKEHA	Man	16-19	NoUniversity	ENGLISH	1.55584	Attributive	Prime	-1.72481684268811	PhysicalProperty	PositiveEmotional	other	DPC023MD
35786	DPC023	MD	lucky	PAKEHA	Man	16-19	NoUniversity	ENGLISH	0.27707	Predicative	NoPrime	-3.66356164612965	HumanPropensity	PositiveEmotional	other	DPC023MD
35805	DPC023	MD	good	PAKEHA	Man	16-19	NoUniversity	ENGLISH	5.34953	Attributive	NoPrime	0.344828179044591	Value	PositiveEmotional	other	DPC023MD
35807	DPC023	MD	good	PAKEHA	Man	16-19	NoUniversity	ENGLISH	5.34953	Attributive	Prime	0.17014218845347	Value	PositiveEmotional	other	DPC023MD
35816	DPC023	FI	expensive	PAKEHA	Woman	20-29	University	ENGLISH	0.18852	Attributive	NoPrime	1	Value	NonEmotional	other	DPC023FI
35846	DPC024	TS	hard	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	0.72878	Attributive	NoPrime	-3.02373699426828	PhysicalProperty	NonEmotional	other	DPC024TS
35928	DPC024	TS	hungry	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	0.03939	Attributive	NoPrime	1	HumanPropensity	NegativeEmotional	other	DPC024TS
35941	DPC024	TS	healthy	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	0.09848	Predicative	NoPrime	1	HumanPropensity	PositiveEmotional	other	DPC024TS
36013	DPC024	LU	straight	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	0.13788	Predicative	NoPrime	-1.76275005230603	PhysicalProperty	NonEmotional	other	DPC024LU
36017	DPC024	KA	weird	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	0.07879	Attributive	NoPrime	-3.26861413974212	HumanPropensity	NegativeEmotional	other	DPC024KA
36024	DPC024	TS	political	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	0.11818	Attributive	NoPrime	-0.533096337807327	Other	NonEmotional	other	DPC024TS
36055	DPC024	TS	true	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	0.45302	Attributive	NoPrime	-3.66356164612965	Other	NonEmotional	other	DPC024TS
36069	DPC024	TS	good	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	6.02718	Attributive	NoPrime	-0.84272928939546	Value	PositiveEmotional	other	DPC024TS
36101	DPC024	TS	good	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	6.02718	Attributive	NoPrime	-0.97435113678718	Value	PositiveEmotional	other	DPC024TS
36185	DPC025	TR	berserk	PAKEHA	Woman	20-29	University	ENGLISH	0.00943	Attributive	NoPrime	1	HumanPropensity	NegativeEmotional	other	DPC025TR
36240	DPC025	TR	blue	PAKEHA	Woman	20-29	University	ENGLISH	0.2922	Attributive	Prime	0.870436260200962	Color	NonEmotional	other	DPC025TR
36266	DPC025	TR	funny	PAKEHA	Woman	20-29	University	ENGLISH	1.13112	Attributive	NoPrime	0.516148713458614	HumanPropensity	NonEmotional	other	DPC025TR
36270	DPC025	TR	thick	PAKEHA	Woman	20-29	University	ENGLISH	0.08483	Predicative	Prime	-0.18707767571514	Dimension	NonEmotional	other	DPC025TR
36280	DPC025	TR	nice	PAKEHA	Woman	20-29	University	ENGLISH	1.72495	Attributive	NoPrime	-3.66356164612965	Value	NonEmotional	other	DPC025TR
36310	DPC025	TR	soft	PAKEHA	Woman	20-29	University	ENGLISH	0.02828	Predicative	NoPrime	-0.218313914091959	PhysicalProperty	NonEmotional	other	DPC025TR
36394	DPC025	BA	hard	PAKEHA	Woman	40-49	NoUniversity	ENGLISH	0.37885	Predicative	NoPrime	-3.66356164612965	PhysicalProperty	NonEmotional	very	DPC025BA
36395	DPC025	BA	easy	PAKEHA	Woman	40-49	NoUniversity	ENGLISH	0.26835	Attributive	NoPrime	-0.193010012860181	Difficulty	NonEmotional	other	DPC025BA
36496	DPC025	BA	cheap	PAKEHA	Woman	40-49	NoUniversity	ENGLISH	0.06314	Attributive	Prime	-2.62243601166411	Value	NegativeEmotional	other	DPC025BA
36542	DPC028	BF	small	PAKEHA	Woman	20-29	University	ENGLISH	0.33933	Attributive	NoPrime	-3.66356164612965	Dimension	NegativeEmotional	other	DPC028BF
36573	DPC028	BF	nice	PAKEHA	Woman	20-29	University	ENGLISH	1.72495	Predicative	Prime	-0.366460922680619	Value	NonEmotional	other	DPC028BF
36791	DPC030	AS	interesting	PAKEHA	Man	20-29	NoUniversity	ENGLISH	0.64097	Attributive	NoPrime	1	Value	PositiveEmotional	other	DPC030AS
36848	DPC030	AS	quick	PAKEHA	Man	20-29	NoUniversity	ENGLISH	0.20737	Predicative	NoPrime	-1.69613671394152	Speed	NonEmotional	other	DPC030AS
36870	DPC030	GG	ugly	PAKEHA	Man	20-29	University	ENGLISH	0.05656	Attributive	NoPrime	1	Value	NegativeEmotional	other	DPC030GG
36885	DPC030	PT	intelligent	OTHER	Man	20-29	NoUniversity	OTHER	0.05656	Attributive	NoPrime	-0.845850019936695	HumanPropensity	PositiveEmotional	other	DPC030PT
36895	DPC030	AS	exciting	PAKEHA	Man	20-29	NoUniversity	ENGLISH	0.16967	Predicative	NoPrime	1	Value	PositiveEmotional	other	DPC030AS
37000	DPC030	AS	scary	PAKEHA	Man	20-29	NoUniversity	ENGLISH	0.10369	Attributive	NoPrime	1	Other	NonEmotional	other	DPC030AS
37020	DPC030	AS	scary	PAKEHA	Man	20-29	NoUniversity	ENGLISH	0.10369	Attributive	NoPrime	1	Other	NonEmotional	other	DPC030AS
37031	DPC030	GG	good	PAKEHA	Man	20-29	University	ENGLISH	6.89038	Attributive	Prime	-1.38828872996161	Value	PositiveEmotional	other	DPC030GG
37048	DPC032	AW	odd	PAKEHA	Man	20-29	University	ENGLISH	0.12883	Attributive	NoPrime	-3.66356164612965	Value	NonEmotional	very	DPC032AW
37219	DPC032	BH	tough	PAKEHA	Man	20-29	University	ENGLISH	0.1546	Attributive	NoPrime	-0.886813017840528	PhysicalProperty	NegativeEmotional	other	DPC032BH
37339	DPC033	FD	small	PAKEHA	Woman	60+	University	ENGLISH	0.7772	Attributive	NoPrime	-2.36341693526451	Dimension	NegativeEmotional	very	DPC033FD
37345	DPC033	FD	nice	PAKEHA	Woman	60+	University	ENGLISH	2.33161	Attributive	Prime	-2.05569874944599	Value	NonEmotional	very	DPC033FD
37351	DPC033	FD	good	PAKEHA	Woman	60+	University	ENGLISH	1.81347	Attributive	NoPrime	0.516952525925254	Value	PositiveEmotional	very	DPC033FD
37355	DPC033	FD	nice	PAKEHA	Woman	60+	University	ENGLISH	2.33161	Predicative	NoPrime	-3.66356164612965	Value	NonEmotional	very	DPC033FD
37432	DPC033	FD	small	PAKEHA	Woman	60+	University	ENGLISH	0.7772	Predicative	NoPrime	0.258425517063534	Dimension	NegativeEmotional	very	DPC033FD
37509	DPC036	AN	quiet	MAORI/PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.12254	Attributive	NoPrime	-3.66356164612965	PhysicalProperty	PositiveEmotional	other	DPC036AN
37553	DPC036	AN	bad	MAORI/PAKEHA	Woman	20-29	NoUniversity	ENGLISH	1.22537	Attributive	NoPrime	-3.66356164612965	Value	NegativeEmotional	other	DPC036AN
37570	DPC036	AN	quick	MAORI/PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.20737	Attributive	NoPrime	-0.720024469892222	Speed	NonEmotional	other	DPC036AN
37652	DPC036	AN	nice	MAORI/PAKEHA	Woman	20-29	NoUniversity	ENGLISH	1.72495	Attributive	NoPrime	-2.6181606992646	Value	NonEmotional	other	DPC036AN
37832	DPC037	BD	sure	PAKEHA	Woman	16-19	University	ENGLISH	1.06564	Attributive	NoPrime	-3.66356164612965	HumanPropensity	NonEmotional	other	DPC037BD
37851	DPC037	BD	sorry	PAKEHA	Woman	16-19	University	ENGLISH	0.4902	Predicative	NoPrime	0.300566589266015	HumanPropensity	NonEmotional	other	DPC037BD
37920	DPC037	BD	funny	PAKEHA	Woman	16-19	University	ENGLISH	1.17221	Predicative	NoPrime	-3.66356164612965	HumanPropensity	NonEmotional	other	DPC037BD
37930	DPC037	BD	sore	PAKEHA	Woman	16-19	University	ENGLISH	0.04263	Predicative	Prime	-1.53392116035407	Other	NegativeEmotional	other	DPC037BD
37958	DPC037	BD	funny	PAKEHA	Woman	16-19	University	ENGLISH	1.17221	Attributive	NoPrime	-3.19155109276877	HumanPropensity	NonEmotional	other	DPC037BD
37988	DPC037	BD	nice	PAKEHA	Woman	16-19	University	ENGLISH	2.02472	Attributive	Prime	-3.66356164612965	Value	NonEmotional	other	DPC037BD
38004	DPC039	LC	busy	PAKEHA	Woman	30-39	University	ENGLISH	0.12747	Predicative	NoPrime	-3.66356164612965	HumanPropensity	NonEmotional	very	DPC039LC
38033	DPC039	LC	stupid	PAKEHA	Woman	30-39	University	ENGLISH	0.10622	Attributive	NoPrime	-0.710305423450376	HumanPropensity	NegativeEmotional	other	DPC039LC
38073	DPC039	MG	funny	PAKEHA	Woman	20-29	University	ENGLISH	0.56686	Attributive	NoPrime	-3.66356164612965	HumanPropensity	NonEmotional	other	DPC039MG
38147	DPC039	MG	bad	PAKEHA	Woman	20-29	University	ENGLISH	0.87606	Predicative	NoPrime	-3.66356164612965	Value	NegativeEmotional	other	DPC039MG
38166	DPC039	RW	good	PAKEHA	Man	30-39	NoUniversity	ENGLISH	6.02718	Attributive	NoPrime	-1.12786387325441	Value	PositiveEmotional	very	DPC039RW
38220	DPC039	RW	strange	PAKEHA	Man	30-39	NoUniversity	ENGLISH	0.07879	Attributive	NoPrime	-3.66356164612965	Other	NonEmotional	very	DPC039RW
38229	DPC039	MG	old	PAKEHA	Woman	20-29	University	ENGLISH	1.39139	Attributive	Prime	-0.439570122017373	Age	NonEmotional	very	DPC039MG
38299	DPC040	KA	interesting	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	0.44614	Predicative	NoPrime	1	Value	PositiveEmotional	other	DPC040KA
38302	DPC040	KA	interesting	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	0.44614	Attributive	Prime	1	Value	PositiveEmotional	other	DPC040KA
38305	DPC040	MK	good	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	6.02718	Attributive	Prime	-3.66356164612965	Value	PositiveEmotional	other	DPC040MK
38340	DPC040	KA	dark	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	0.02124	Attributive	NoPrime	-0.145668589494679	Color	NonEmotional	other	DPC040KA
38405	DPC040	KA	nice	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	0.89229	Attributive	NoPrime	-3.66356164612965	Value	NonEmotional	very	DPC040KA
38409	DPC040	MK	good	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	6.02718	Predicative	NoPrime	-0.0727957842518887	Value	PositiveEmotional	other	DPC040MK
38503	DPC041	JM	worth	PAKEHA	Man	30-39	University	ENGLISH	0.21245	Predicative	NoPrime	1	Value	PositiveEmotional	other	DPC041JM
38518	DPC041	FR	good	OTHER	Woman	30-39	NoUniversity	ENGLISH	6.02718	Attributive	NoPrime	-1.3507215472783	Value	PositiveEmotional	other	DPC041FR
38629	DPC041	FR	vain	OTHER	Woman	30-39	NoUniversity	ENGLISH	0.0197	Predicative	NoPrime	-0.688105733329181	HumanPropensity	NonEmotional	other	DPC041FR
38672	DPC041	JM	remarkable	PAKEHA	Man	30-39	University	ENGLISH	0.02124	Attributive	NoPrime	-1.42079112469374	Value	PositiveEmotional	other	DPC041JM
38681	DPC041	JM	bizarre	PAKEHA	Man	30-39	University	ENGLISH	0.04249	Attributive	NoPrime	-1.18422068605336	Other	NegativeEmotional	other	DPC041JM
38699	DPC041	FR	bad	OTHER	Woman	30-39	NoUniversity	ENGLISH	0.76817	Attributive	NoPrime	-0.898479466940994	Value	NegativeEmotional	other	DPC041FR
38709	DPC041	FR	bad	OTHER	Woman	30-39	NoUniversity	ENGLISH	0.76817	Attributive	NoPrime	-0.240255578368378	Value	NegativeEmotional	other	DPC041FR
38745	DPC042	AN	funny	PAKEHA	Man	50-59	University	ENGLISH	0.1268	Attributive	NoPrime	-0.85834898157738	HumanPropensity	NonEmotional	other	DPC042AN
38746	DPC042	BT	funny	PAKEHA	Woman	40-49	NoUniversity	ENGLISH	0.15785	Predicative	NoPrime	-0.550705399617087	HumanPropensity	NonEmotional	very	DPC042BT
38753	DPC042	CH	nice	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	1.72495	Attributive	Prime	-3.66356164612965	Value	NonEmotional	other	DPC042CH
39051	DPC042	BT	nice	PAKEHA	Woman	40-49	NoUniversity	ENGLISH	0.85241	Attributive	NoPrime	-2.04755150435236	Value	NonEmotional	very	DPC042BT
39055	DPC042	AN	different	PAKEHA	Man	50-59	University	ENGLISH	1.26796	Attributive	NoPrime	1	Other	NonEmotional	other	DPC042AN
39088	DPC043	PT	neat	PAKEHA	Man	20-29	NoUniversity	ENGLISH	0.26393	Attributive	NoPrime	0.169026950090666	HumanPropensity	NonEmotional	other	DPC043PT
39090	DPC043	PT	neat	PAKEHA	Man	20-29	NoUniversity	ENGLISH	0.26393	Attributive	Prime	-3.66356164612965	HumanPropensity	NonEmotional	other	DPC043PT
39098	DPC043	PT	good	PAKEHA	Man	20-29	NoUniversity	ENGLISH	6.89038	Predicative	NoPrime	-0.894772206013308	Value	PositiveEmotional	other	DPC043PT
39122	DPC043	KV	high	PAKEHA	Man	16-19	University	ENGLISH	0.31969	Attributive	NoPrime	-0.399331726434497	Position	NonEmotional	other	DPC043KV
39139	DPC043	KV	easy	PAKEHA	Man	16-19	University	ENGLISH	0.23444	Attributive	NoPrime	-3.66356164612965	Difficulty	NonEmotional	other	DPC043KV
39144	DPC043	PT	good	PAKEHA	Man	20-29	NoUniversity	ENGLISH	6.89038	Predicative	NoPrime	-3.66356164612965	Value	PositiveEmotional	other	DPC043PT
39154	DPC043	KV	cool	PAKEHA	Man	16-19	University	ENGLISH	1.55584	Attributive	NoPrime	-0.739105482344065	PhysicalProperty	PositiveEmotional	other	DPC043KV
39165	DPC043	PT	cool	PAKEHA	Man	20-29	NoUniversity	ENGLISH	0.98973	Attributive	NoPrime	-3.66356164612965	PhysicalProperty	PositiveEmotional	other	DPC043PT
39191	DPC043	PT	young	PAKEHA	Man	20-29	NoUniversity	ENGLISH	0.37704	Predicative	NoPrime	0.0945912978215269	Age	PositiveEmotional	very	DPC043PT
39192	DPC043	PT	young	PAKEHA	Man	20-29	NoUniversity	ENGLISH	0.37704	Attributive	Prime	0.456034871889251	Age	PositiveEmotional	very	DPC043PT
39217	DPC043	KV	weird	PAKEHA	Man	16-19	University	ENGLISH	0.27707	Attributive	NoPrime	-0.301864226963283	HumanPropensity	NegativeEmotional	other	DPC043KV
39224	DPC043	PT	good	PAKEHA	Man	20-29	NoUniversity	ENGLISH	6.89038	Predicative	Prime	0.0189142925894808	Value	PositiveEmotional	very	DPC043PT
39227	DPC043	PT	bad	PAKEHA	Man	20-29	NoUniversity	ENGLISH	1.22537	Attributive	NoPrime	-2.5657112978581	Value	NegativeEmotional	other	DPC043PT
39238	DPC043	KV	huge	PAKEHA	Man	16-19	University	ENGLISH	0.25575	Attributive	NoPrime	-0.894781127176066	Dimension	NonEmotional	other	DPC043KV
39241	DPC043	PT	great	PAKEHA	Man	20-29	NoUniversity	ENGLISH	0.65039	Attributive	NoPrime	-1.46133641466903	Value	NonEmotional	other	DPC043PT
39290	DPC043	KV	cool	PAKEHA	Man	16-19	University	ENGLISH	1.55584	Predicative	NoPrime	-3.66356164612965	PhysicalProperty	PositiveEmotional	other	DPC043KV
39343	DPC045	AG	lucky	PAKEHA	Man	20-29	NoUniversity	ENGLISH	0.16967	Predicative	NoPrime	-2.07180239658647	HumanPropensity	PositiveEmotional	other	DPC045AG
39349	DPC045	BA	poor	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.31106	Attributive	NoPrime	-1.98116345552823	Value	NonEmotional	other	DPC045BA
39389	DPC045	BA	hard	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.75408	Attributive	NoPrime	-3.66356164612965	PhysicalProperty	NonEmotional	other	DPC045BA
39393	DPC045	BA	tight	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.04713	Attributive	NoPrime	-1.11456846172147	PhysicalProperty	NonEmotional	other	DPC045BA
39406	DPC045	AG	bored	PAKEHA	Man	20-29	NoUniversity	ENGLISH	0.07541	Attributive	NoPrime	1	HumanPropensity	NonEmotional	other	DPC045AG
39444	DPC045	BA	hard	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.75408	Predicative	NoPrime	-1.49410709293335	PhysicalProperty	NonEmotional	other	DPC045BA
39448	DPC045	AG	young	PAKEHA	Man	20-29	NoUniversity	ENGLISH	0.37704	Attributive	NoPrime	-3.66356164612965	Age	PositiveEmotional	other	DPC045AG
39461	DPC045	AG	fantastic	PAKEHA	Man	20-29	NoUniversity	ENGLISH	0.06598	Attributive	NoPrime	-0.985145517894056	Value	NonEmotional	other	DPC045AG
39468	DPC045	AG	funny	PAKEHA	Man	20-29	NoUniversity	ENGLISH	1.13112	Predicative	Prime	-3.66356164612965	HumanPropensity	NonEmotional	other	DPC045AG
